"hh_size","recall_floor","precision","recall_obj","n_flagged","workload_pct","errors_caught","n_rules","net","error_tag"
"1",0.2,0.973,0.235,37,1.0321,36,1,"unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006 & total_deductions >= 241.3","underissuance"
"1",0.3,0.9231,0.3494,65,1.8131,60,2,"unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006 & total_deductions >= 241.3  OR  rawearn < 16 & unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006","underissuance"
"1",0.4,0.8673,0.4816,98,2.7336,85,3,"unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006 & total_deductions >= 241.3  OR  rawearn < 16 & unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006  OR  rawben_rel_max >= 0.08093 & rawearn < 794.5 & rawben_rel_max < 0.5191 & elderly_disabled_i %in% c(""FALSE"")","underissuance"
"1",0.5,0.8571,0.5219,112,3.1241,96,4,"unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006 & total_deductions >= 241.3  OR  rawearn < 16 & unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006  OR  rawben_rel_max >= 0.08093 & rawearn < 794.5 & rawben_rel_max < 0.5191 & elderly_disabled_i %in% c(""FALSE"")  OR  unc_rawben_rel_max < -0.001718 & unc_rawben_rel_max >= -0.006995","underissuance"
"2",0.2,0.5814,0.2046,43,1.6015,25,2,"rawgross >= 1516 & unc_rawben_rel_max >= -0.007631 & unc_rawben_rel_max < 0.004512  OR  total_deductions < 12.5 & rawgross >= 1115 & elderly_disabled_i %in% c(""FALSE"")","underissuance"
"2",0.3,0.5,0.3264,88,3.2775,44,4,"rawgross >= 1516 & unc_rawben_rel_max >= -0.007631 & unc_rawben_rel_max < 0.004512  OR  total_deductions < 12.5 & rawgross >= 1115 & elderly_disabled_i %in% c(""FALSE"")  OR  rawearn >= 451 & rawunearn >= 333.5 & rawunearn < 486  OR  rawben_rel_max < 0.7165 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 761.5 & months_since_cert_n >= 5.5","underissuance"
"2",0.4,0.459,0.4112,122,4.5438,56,5,"rawgross >= 1516 & unc_rawben_rel_max >= -0.007631 & unc_rawben_rel_max < 0.004512  OR  total_deductions < 12.5 & rawgross >= 1115 & elderly_disabled_i %in% c(""FALSE"")  OR  rawearn >= 451 & rawunearn >= 333.5 & rawunearn < 486  OR  rawben_rel_max < 0.7165 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 761.5 & months_since_cert_n >= 5.5  OR  rawearn < 1550 & rawunearn < 1438 & rawben_rel_max < 0.4612 & elderly_disabled_i %in% c(""FALSE"")","underissuance"
"2",0.5,0.4021,0.5402,189,7.0391,76,7,"rawgross >= 1516 & unc_rawben_rel_max >= -0.007631 & unc_rawben_rel_max < 0.004512  OR  total_deductions < 12.5 & rawgross >= 1115 & elderly_disabled_i %in% c(""FALSE"")  OR  rawearn >= 451 & rawunearn >= 333.5 & rawunearn < 486  OR  rawben_rel_max < 0.7165 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 761.5 & months_since_cert_n >= 5.5  OR  rawearn < 1550 & rawunearn < 1438 & rawben_rel_max < 0.4612 & elderly_disabled_i %in% c(""FALSE"")  OR  rawearn < 1834 & months_since_cert_n >= 6.5 & rawearn >= 306 & rawgross >= 1488  OR  rawearn >= 391.5 & rawunearn < 635 & utilities >= 416 & utilities < 439","underissuance"
"3",0.2,0.2275,0.4376,400,12.012,91,2,"rawearn < 1814 & rawben_rel_max < 0.6135 & shelter_expenses < 454  OR  rawgross < 2144 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.852 & rawunearn >= 6","underissuance"
"3",0.3,0.2275,0.4376,400,12.012,91,2,"rawearn < 1814 & rawben_rel_max < 0.6135 & shelter_expenses < 454  OR  rawgross < 2144 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.852 & rawunearn >= 6","underissuance"
