"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","dollars_per_flag_train","n_flagged_state","n_new_at_rank","rank","role"
"rawben_rel_max >   0.800 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 856.000 & utilities <= 276.000","1","national","ranger","any_error",159,0.6101,0.5179,106.44,1,1,1,"core"
"medical_deductions >= 138.00 & total_deductions_by_hh_size >= 507.00 & unc_rawben_rel_max <   1.93 & utilities < 582.00","2-3","national","xgboost","any_error",72,0.5833,0.447,103.11,1,1,2,"core"
"rawben_rel_max <   0.991 & total_deductions_by_hh_size >= 977.000 & utilities <  48.500","1","national","xgboost","any_error",56,0.5714,0.4181,112.95,1,1,3,"core"
"rawben_rel_max >=   0.987 & rawben_rel_max <   0.997 & shelter_expenses_by_hh_size >= 850.000 & utilities < 576.000","1","national","xgboost","any_error",353,0.4674,0.4066,70.16,3,3,4,"core"
"rawben_rel_max >=   0.987 & rawben_rel_max <   0.991 & total_deductions_by_hh_size >= 276.000 & utilities < 578.000","1","national","xgboost","any_error",382,0.4634,0.4049,67.53,5,2,5,"core"
"medical_deductions >= 299.000 & rawben_rel_max >=   0.743","2-3","national","xgboost","any_error",40,0.575,0.3952,130.8,2,1,6,"core"
"elderly_disabled_i > 0.500 & rawben_rel_max > 0.996 & rawben_rel_max <= 0.998","4+","national","ranger","any_error",34,0.5882,0.3934,99.53,1,1,7,"core"
"months_since_cert_n >=   1.50 & unc_rawben_rel_max >=   1.74 & utilities >= 436.00","2-3","national","xgboost","any_error",81,0.5185,0.3923,147.91,1,1,8,"core"
"rawben_rel_max >=   0.844 & rawben_rel_max <   0.993 & total_deductions_by_hh_size >= 321.000 & utilities < 272.000","1","national","xgboost","any_error",299,0.4548,0.3893,76.3,2,1,9,"core"
"count_divisible_by_100 >   0.50 & months_since_cert_n <=   5.50 & shelter_expenses_by_hh_size > 281.00 & unc_rawben_rel_max >   1.47","2-3","national","ranger","any_error",35,0.5714,0.3805,155.46,1,1,10,"core"
"percent_abawd <=   0.50 & unc_rawben_rel_max >   1.95 & utilities <= 302.00","1","national","ranger","any_error",75,0.5067,0.3765,94.65,1,1,11,"core"
"medical_deductions >=   0.50 & medical_deductions <   8.50 & rawben_rel_max <   0.79 & total_deductions_by_hh_size >= 409.00","1","national","xgboost","any_error",55,0.5273,0.3754,36.04,1,1,12,"core"
"rawben_rel_max >=   0.390 & rawben_rel_max <   0.997 & total_deductions_by_hh_size >= 496.000 & utilities < 276.000","1","national","xgboost","any_error",529,0.4216,0.3727,65.64,2,1,13,"core"
"HH_size_n >=   4.500 & rawben_rel_max >=   0.871 & rawben_rel_max <   0.883 & utilities >= 369.000","4+","national","xgboost","any_error",56,0.5179,0.368,96.54,1,1,14,"core"
"expedited_i <=   0.5 & medical_deductions > 508.0 & months_since_cert_n <=   6.5 & total_deductions_by_hh_size >  33.0","2-3","national","ranger","any_error",34,0.5588,0.3666,108.79,1,1,15,"core"
"HH_size_n >=   4.5 & shelter_expenses_by_hh_size < 274.0 & total_deductions_by_hh_size >= 219.0","4+","national","xgboost","any_error",123,0.4553,0.3549,91.93,1,1,16,"core"
"elderly_disabled_i >   0.5 & expedited_i <=   0.5 & total_deductions_by_hh_size > 539.0 & utilities <= 490.0","2-3","national","ranger","any_error",148,0.4459,0.3545,99.03,1,1,17,"core"
